Entity_ID,Customer,Destination,Category,Week +1_Vol,Week +1_Wt,Week +2_Vol,Week +2_Wt,Week +3_Vol,Week +3_Wt,Week +4_Vol,Week +4_Wt
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_451","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,TOWEL类,1.0,0.02,1.0,0.02,2.0,0.04,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CL_232","Yanwen Logistics Co., Ltd. Shenzhen Branch",CL,PLASTIC BEADS类,1.0,0.02,0.0,0.0,0.0,0.0,1.0,0.02
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CL_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CL,L1大类19_长尾杂项,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,L1大类0_长尾杂项,1.0,0.15,0.0,0.0,1.0,0.15,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_153","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,WATCHBAND类,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_SV_127","Yanwen Logistics Co., Ltd. Shenzhen Branch",SV,PLASTIC OPTICAL FRAME类,1.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_SK_433","Yanwen Logistics Co., Ltd. Shenzhen Branch",SK,INTEGRATED CIRCUIT类,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_SC_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",SC,SPEAKER类,1.0,0.1,0.0,0.0,1.0,0.1,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_RE_474","Yanwen Logistics Co., Ltd. Shenzhen Branch",RE,T-SHIRT类,1.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_RE_449","Yanwen Logistics Co., Ltd. Shenzhen Branch",RE,VACUUM类,1.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0
Easyship Fulfillment Services Limited_RE_159,Easyship Fulfillment Services Limited,RE,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
Easyship Fulfillment Services Limited_PE_159,Easyship Fulfillment Services Limited,PE,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.12,1.0,0.12,2.0,0.24,1.0,0.12
Easyship Fulfillment Services Limited_OM_159,Easyship Fulfillment Services Limited,OM,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.11,0.0,0.0,1.0,0.11,1.0,0.11
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FI_367","Yanwen Logistics Co., Ltd. Shenzhen Branch",FI,SPEAKER PARTS类,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,L1大类2_长尾杂项,1.0,0.13,0.0,0.0,1.0,0.13,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,KIDS PAINTING KIT,1.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_346","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,PLASTIC BOX类,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_338","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,STAINLESS STEEL BRACELET类,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,PAPER CARD类,1.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_EG_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",EG,HAIR TRIMMER,1.0,0.84,1.0,0.84,1.0,0.84,1.0,0.84
"Yanwen Logistics Co., Ltd. Shenzhen Branch_EG_156","Yanwen Logistics Co., Ltd. Shenzhen Branch",EG,WATCH STRAP类,1.0,0.32,0.0,0.0,2.0,0.64,0.0,0.0
BLACKSHEEP AVIONICS CO LTD._IL_12999,BLACKSHEEP AVIONICS CO LTD.,IL,L1大类12_长尾杂项,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
BLACKSHEEP AVIONICS CO LTD._FR_12999,BLACKSHEEP AVIONICS CO LTD.,FR,L1大类12_长尾杂项,1.0,0.24,0.0,0.0,1.0,0.24,0.0,0.0
BLACKSHEEP AVIONICS CO LTD._ES_12999,BLACKSHEEP AVIONICS CO LTD.,ES,L1大类12_长尾杂项,1.0,0.19,0.0,0.0,1.0,0.19,0.0,0.0
Easyship Fulfillment Services Limited_KW_159,Easyship Fulfillment Services Limited,KW,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
Easyship Fulfillment Services Limited_KG_159,Easyship Fulfillment Services Limited,KG,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0
Easyship Fulfillment Services Limited_IS_159,Easyship Fulfillment Services Limited,IS,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.13,0.0,0.0,0.0,0.0,1.0,0.13
Easyship Fulfillment Services Limited_GP_159,Easyship Fulfillment Services Limited,GP,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.09,0.0,0.0,1.0,0.09,0.0,0.0
Easyship Fulfillment Services Limited_CR_159,Easyship Fulfillment Services Limited,CR,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.1
"Yanwen Logistics Co., Ltd. Shenzhen Branch_SV_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",SV,L1大类8_长尾杂项,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_SV_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",SV,KIDS PAINTING KIT,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_DZ_292","Yanwen Logistics Co., Ltd. Shenzhen Branch",DZ,TAYLOR BLUE GREY类,1.0,0.12,1.0,0.12,1.0,0.12,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_DZ_290","Yanwen Logistics Co., Ltd. Shenzhen Branch",DZ,EYEWEAR类,1.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CZ_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",CZ,MAT类,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_214","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,SENSOR类,1.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,L1大类1_长尾杂项,1.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_178","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,CAMERA类,1.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,PAPER CARD类,1.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_160","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,HARDWARE WALLET,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,PHONE CASE类,1.0,0.12,0.0,0.0,0.0,0.0,1.0,0.12
Easyship Fulfillment Services Limited_CL_159,Easyship Fulfillment Services Limited,CL,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.14,2.0,0.29,1.0,0.14,4.0,0.57
Easyship Fulfillment Services Limited_BA_159,Easyship Fulfillment Services Limited,BA,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.09
Easyship Fulfillment Services Limited_AM_159,Easyship Fulfillment Services Limited,AM,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,1.0,0.13,1.0,0.13,1.0,0.13,3.0,0.4
BLACKSHEEP AVIONICS CO LTD._JP_12999,BLACKSHEEP AVIONICS CO LTD.,JP,L1大类12_长尾杂项,1.0,0.14,0.0,0.0,0.0,0.0,1.0,0.14
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CZ_422","Yanwen Logistics Co., Ltd. Shenzhen Branch",CZ,MODULES类,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CZ_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CZ,L1大类2_长尾杂项,1.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CZ_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CZ,L1大类19_长尾杂项,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CZ_153","Yanwen Logistics Co., Ltd. Shenzhen Branch",CZ,WATCHBAND类,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,L1大类0_长尾杂项,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_UY_338","Yanwen Logistics Co., Ltd. Shenzhen Branch",UY,STAINLESS STEEL BRACELET类,1.0,0.01,0.0,0.0,0.0,0.0,1.0,0.01
"Yanwen Logistics Co., Ltd. Shenzhen Branch_UY_319","Yanwen Logistics Co., Ltd. Shenzhen Branch",UY,ZINC ALLOY MEDAL类,1.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TT_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",TT,L1大类0_长尾杂项,1.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TT_5","Yanwen Logistics Co., Ltd. Shenzhen Branch",TT,KIDS PAINTING KIT,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,L1大类8_长尾杂项,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_AE_163,ASIA ENTERTAINMENT TECHNOLOGY LTD,AE,VIDEO GAME类,1.0,0.79,1.0,0.79,1.0,0.79,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_CL_163,ASIA ENTERTAINMENT TECHNOLOGY LTD,CL,VIDEO GAME类,1.0,0.13,0.0,0.0,1.0,0.13,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_CH_277,ASIA ENTERTAINMENT TECHNOLOGY LTD,CH,PLASTIC TOY FIGURE类,1.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ZM_118","Yanwen Logistics Co., Ltd. Shenzhen Branch",ZM,SMARTPHONES类,1.0,0.61,0.0,0.0,1.0,0.61,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_BH_163,ASIA ENTERTAINMENT TECHNOLOGY LTD,BH,VIDEO GAME类,0.0,0.0,0.0,0.0,1.0,0.7,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_BR_277,ASIA ENTERTAINMENT TECHNOLOGY LTD,BR,PLASTIC TOY FIGURE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_SG_382,ASIA ENTERTAINMENT TECHNOLOGY LTD,SG,BOOK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_SG_277,ASIA ENTERTAINMENT TECHNOLOGY LTD,SG,PLASTIC TOY FIGURE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_SG_165,ASIA ENTERTAINMENT TECHNOLOGY LTD,SG,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_SG_163,ASIA ENTERTAINMENT TECHNOLOGY LTD,SG,VIDEO GAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_RS_163,ASIA ENTERTAINMENT TECHNOLOGY LTD,RS,VIDEO GAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_QA_163,ASIA ENTERTAINMENT TECHNOLOGY LTD,QA,VIDEO GAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASIA ENTERTAINMENT TECHNOLOGY LTD_PH_163,ASIA ENTERTAINMENT TECHNOLOGY LTD,PH,VIDEO GAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_21","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,ANIME DVD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_163","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,VIDEO GAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_13999","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,L1大类13_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TR_132","Yanwen Logistics Co., Ltd. Shenzhen Branch",TR,PLASTIC DOG TOY类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TH_487","Yanwen Logistics Co., Ltd. Shenzhen Branch",TH,CABLE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_TH_433","Yanwen Logistics Co., Ltd. Shenzhen Branch",TH,INTEGRATED CIRCUIT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easyship Fulfillment Services Limited_BH_159,Easyship Fulfillment Services Limited,BH,TANGEM CARD 2.0 SET OF 3 CARDS SEMICONDUCTOR SMART类,0.0,0.0,1.0,0.09,1.0,0.09,0.0,0.0
Dimple Optics Pty Ltd_HK_290,Dimple Optics Pty Ltd,HK,EYEWEAR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLACKSHEEP AVIONICS CO LTD._US_12999,BLACKSHEEP AVIONICS CO LTD.,US,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_8999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,L1大类8_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_80","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,TIMER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_443","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,SWITCH类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_2999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,L1大类2_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_286","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,HAIR TRIMMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_282","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,SHAMPOO类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_254","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,PLUSH DOLL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_208","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,CHARGING STAND类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,L1大类17_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_EG_364","Yanwen Logistics Co., Ltd. Shenzhen Branch",EG,SPEAKER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_EG_282","Yanwen Logistics Co., Ltd. Shenzhen Branch",EG,SHAMPOO类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_EG_168","Yanwen Logistics Co., Ltd. Shenzhen Branch",EG,MOUSE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_EE_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",EE,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FI_87","Yanwen Logistics Co., Ltd. Shenzhen Branch",FI,PHONE SCREEN PROTECTOR类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FI_153","Yanwen Logistics Co., Ltd. Shenzhen Branch",FI,WATCHBAND类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FI_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",FI,PHONE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_73","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,SILICONE GEL PATCH类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_509","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_484","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,MAT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_465","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,ADAPTER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_349","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,PROTECTIVE CASE类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_271","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,EARRINGS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_264","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,LED LIGHT类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_209","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,CHARGER类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_19999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,L1大类19_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_1999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,L1大类1_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,L1大类17_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_14999","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,L1大类14_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_ES_13","Yanwen Logistics Co., Ltd. Shenzhen Branch",ES,RUBBER MAGNETS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CH_317","Yanwen Logistics Co., Ltd. Shenzhen Branch",CH,MUSICAL INSTRUMENT类,0.0,0.0,0.0,0.0,1.0,0.21,1.0,0.21
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CR_12999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CR,L1大类12_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CL_999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CL,L1大类0_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CL_271","Yanwen Logistics Co., Ltd. Shenzhen Branch",CL,EARRINGS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CL_234","Yanwen Logistics Co., Ltd. Shenzhen Branch",CL,NECKLACE类,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CL_226","Yanwen Logistics Co., Ltd. Shenzhen Branch",CL,PLASTIC PEARL类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CL_16999","Yanwen Logistics Co., Ltd. Shenzhen Branch",CL,L1大类16_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_CI_118","Yanwen Logistics Co., Ltd. Shenzhen Branch",CI,SMARTPHONES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_165","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,PAPER CARD类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_156","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,WATCH STRAP类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_152","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,KEYCHAIN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_127","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,PLASTIC OPTICAL FRAME类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_119","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,PHONE CASE类,0.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_112","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,KEY CHAIN类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_110","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,NAIL CLIPPERS类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FM_17999","Yanwen Logistics Co., Ltd. Shenzhen Branch",FM,L1大类17_长尾杂项,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_346","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,PLASTIC BOX类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_345","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,BRACELET类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_333","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,COTTON STOCKINGS类,0.0,0.0,0.0,0.0,1.0,0.26,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_309","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,PANTIES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_300","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,CASES类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_285","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,FOUNDATION STICK类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yanwen Logistics Co., Ltd. Shenzhen Branch_FO_243","Yanwen Logistics Co., Ltd. Shenzhen Branch",FO,SCREW类,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
